id,Producator,Dimensiune,Detalii,Aplicatie,Pret ROTIS cu TVA,Odai,Braila,Cluj,Cod articol
4434,DUNLOP,245/45/R19,WINTER SPORT 3D,IARNA,1094.56,12,0,0,AD2454519VW3D
4464,MICHELIN,225/55/R16,ALPIN 5,IARNA,657.59,2,0,0,AM2255516VA5X
4429,SAVA,"295/60/R22,5",ORJAK 4 PLUS,TRACTIUNE REGIONAL VARA,1557.59,1,0,0,AS29560225O4P
4483,PIRELLI,225/60/R16,W210 SOTTO ZERO 2,IARNA,531.97,8,0,0,AP2256016HWS2
4458,FALKEN,"315/80/R22,5",GI388,ALL POSITION SANTIER VARA,1665.88,14,4,0,AFA31580225K388
4542,PIRELLI,195/65/R16C,WINTER CARRIER,LT IARNA,439.66,2,0,0,AP1956516CRTWC
4492,KUMHO,225/45/R18,WP71,IARNA,465,4,0,0,AK2254518VWP71X
4547,PIRELLI,255/55/R18,SCORPION WINTER,4X4 IARNA,702.99,12,0,0,AP2555518VSWX
4456,FALKEN,"315/70/R22,5",RI151,DIRECTIE REGIONAL VARA,1534.96,30,0,0,AFA31570225M151
4450,PIRELLI,315/40/R21,SCORPION WINTER,4X4 IARNA,2004.04,30,0,0,AP3154021VSWX
4477,BF GOODRICH,195/50/R15,G FORCE WINTER 2,IARNA,263.94,1,0,0,ABF1955015HGFW2
4481,KUMHO,245/45/R19,WINTERCRAFT WP71,IARNA,712.33,12,0,0,AK2454519VWP71X
4475,DUNLOP,235/55/R17,WINTER SPORT 5,IARNA,737.21,9,0,0,AD2355517VWS5
4486,CONTINENTAL,195/55/R20,WINTER CONTACT TS850P,IARNA,629.08,16,0,0,AC1955520HTS85X
4550,NEXEN,235/60/R18,WINGUARD SUV,4X4 IARNA,473.44,2,0,0,ANE2356018HWIS
4505,PIRELLI,275/40/R18,WINTER SOTTO ZERO 3,IARNA,1530.67,6,0,0,AP2754018VSZ3X
4534,KELLY,"315/80/R22,5",ARMORSTEEL KSM,DIRECTIE REGIONAL VARA,1181.98,10,0,0,AKE31580225ARKS
4538,KELLY,"315/80/R22,5",ARMORSTEEL KDM+,TRACTIUNE REGIONAL VARA,1218.96,21,0,0,AKE31580225ARKD
4499,DUNLOP,225/45/R18,WINTER SPORT 5,IARNA,712.99,1,0,0,AD2254518VWS5X
4710,DUNLOP,215/45/R17,SPORT MAXX RT2,VARA,442.33,1,0,0,AD2154517YMXRT2
4593,CONTINENTAL,235/55/R19,CROSS CONTACT LX SPORT RUN FLAT,4X4 VARA,830.39,8,0,0,AC2355519HLXSS
4620,CONTINENTAL,225/75/R16,CROSS CONTACT ATR,4X4 VARA,502.01,4,0,0,AC2257516HATRX
4512,SEMPERIT,"215/75/R17,5",RUNNER D2,TRACTIUNE REGIONAL VARA,719.71,1,0,4,ASE21575175MRD2
4514,PIRELLI,225/45/R18,WINTER SOTTO ZERO 2 RUN FLAT,IARNA,864.1,4,0,0,AP2254518HSZ2RX
4528,PIRELLI,225/50/R17,P7 CINTURATO RUN FLAT,VARA,727.39,1,0,0,AP2255017HP7R
4533,KELLY,"315/70/R22,5",ARMORSTEEL KSM,DIRECTIE REGIONAL VARA,1130.7,0,2,0,AKE31570225ARKS
4535,KELLY,"315/80/R22,5",ARMORSTEEL MSD,TRACTIUNE SANTIER VARA,1245.38,5,0,0,AKE31580225KAMS
4524,FALKEN,225/50/R17,AS200,ALL SEASONS All Season,502.08,4,0,0,AFA225017VAS2X
4548,DUNLOP,"385/55/R22,5",SP246,TRAILER REGIONAL VARA,2088.9,4,0,0,AD38555225SP246
4557,MICHELIN,165/65/R15,ALPIN A4,IARNA,250,8,0,0,AM1656515TA4
4572,NOKIAN,255/40/R18,zLINE,VARA,753.64,6,0,0,AN2554018YZLIX
4552,PIRELLI,245/40/R20,WINTER SOTTO ZERO3 RUN FLAT,IARNA,1814.93,2,0,0,AP2454020VSZ3RX
4707,DUNLOP,195/65/R15,STREET RESPONSE 2,VARA,256.75,24,4,1,AD1956515TST2X
4563,KELLY,205/55/R16,HP,VARA,178.52,30,30,0,AKE2055516VHP
4585,CONTINENTAL,195/55/R20,ECO CONTACT 5,VARA,527.18,2,0,0,AC1955520HEC5X
4624,CONTINENTAL,285/40/R21,SPORT CONTACT 5 SUV,VARA,1311.63,1,0,0,AC2854021YCSC5X
4565,VIKING,205/60/R16,FOUR TECH,ALL SEASONS All Season,286.79,30,4,10,AVI2056016HFTX
4589,CONTINENTAL,225/50/R18,CONTISPORTCONTACT 5,VARA,903.92,8,0,0,AC2255018WCSC5S
4576,SEMPERIT,"235/75/R17,5",RUNNER T2 TRAILER,TRAILER REGIONAL VARA,890.76,2,0,0,ASE23575175KRT2
4579,MICHELIN,205/55/R17,CROSS CLIMATE+,ALL SEASONS All Season,673.52,3,0,0,AM2055517VCRC+X
4680,CONTINENTAL,255/65/R17,CROSS CONTACT ATR,4X4 VARA,725.69,8,0,0,AC2556517HATRX
4629,DUNLOP,235/50/R19,GRANDTREK TOURING,4X4 VARA,738.26,4,0,0,AD2355019HGRT
4628,DUNLOP,235/50/R18,SPORT 01 AS,VARA,672.17,4,0,0,AD2355018VSP01A
4613,MICHELIN,245/45/R18,PRIMACY 3,VARA,812.25,4,0,0,AM2454518YP3X
4625,CONTINENTAL,285/40/R22,CROSS CONTACT LX SPORT,4X4 VARA,1445.97,8,0,0,AC2854022YCCLX
4626,DUNLOP,195/70/R14,STREETRESPONSE 2,VARA,277.62,4,0,0,AD1957014TSTR2
4621,CONTINENTAL,245/65/R17,CROSS CONTACT ATR,4X4 VARA,669.15,4,0,0,AC2456517HATRH
4617,BF GOODRICH,175/65/R15,G FORCE WINTER 2,IARNA,220.34,2,0,0,ABF1756515TGFW2
4635,PIRELLI,205/55/R17,P7 CINTURATO,VARA,503.13,7,0,0,AP2055517VP7CX
4636,PIRELLI,215/45/R18,P7 CINTURATO,VARA,696.38,4,0,0,AP2154518WP7CX
4637,PIRELLI,215/55/R18,SCORPION VERDE,4X4 VARA,683.01,5,0,0,AP2155518VSVX
4639,PIRELLI,225/45/R17,P7 CINTURATO RUN FLAT,VARA,496.94,4,0,0,AP2254517WP7CRO
4641,PIRELLI,225/55/R19,SCORPION VERDE,4X4 VARA,710.69,6,0,0,AP2255519VSV
4642,PIRELLI,225/60/R17,P7 CINTURATO,4X4 VARA,633.88,6,0,0,AP2256017VP7C
4645,PIRELLI,235/40/R18,P ZERO,VARA,646.75,4,0,0,AP2354018YPZ
4647,PIRELLI,235/50/R17,P7 CINTURATO,VARA,683.01,4,0,0,AP2355017WP7C
4652,PIRELLI,245/40/R18,P7 CINTURATO BLUE,VARA,640.55,4,0,0,AP2454018YP7CBX
4653,PIRELLI,245/40/R18,P ZERO,VARA,647.23,7,0,0,AP2454018YPZ
4654,PIRELLI,245/45/R17,P7 CINTURATO BLUE,VARA,666.32,3,0,0,AP2454517YP7BX
4655,PIRELLI,245/45/R18,P7 CINTURATO,VARA,725.48,2,0,0,AP2454518YP7CX
4656,PIRELLI,245/45/R18,P ZERO,VARA,723.82,4,0,0,AP2454518YPZ
4657,PIRELLI,245/50/R18,P7 CINTURATO,VARA,829.5,2,0,0,AP2455018YP7C
4658,PIRELLI,255/40/R18,P ZERO,VARA,868.14,3,0,0,AP2554018YPZ
4659,PIRELLI,255/55/R18,SCORPION VERDE,4X4 VARA,657.25,2,0,0,AP2555518VSVX
4664,VIKING,155/65/R14,FOUR TECH,ALL SEASONS All Season,141.61,2,0,0,AVI1556514TFT
4665,VIKING,165/65/R14,FOUR TECH,ALL SEASONS All Season,150.77,2,0,0,AVI1656514TFT
4666,VIKING,165/70/R14,FOUR TECH,ALL SEASONS All Season,160.95,1,0,0,AVI1657014TFT
4667,VIKING,175/65/R15,FOUR TECH,ALL SEASONS All Season,196.53,16,0,0,AVI1756515HFT
4713,DUNLOP,215/65/R16,GRANDTREK AT3,4X4 VARA,378.55,2,0,4,AD2156516HAT3
4669,VIKING,215/65/R16C,FOUR TECH VAN,LT All Season,372.93,8,0,0,AVI2156516CTFT
4685,DUNLOP,255/45/R20,PORT MAXX RT 2,VARA,1102.4,4,0,0,AD2554520YSMRT2
4686,MICHELIN,175/70/R14,ENERGY SAVER+,VARA,327.14,4,0,0,AM1757014TES+X
4687,MICHELIN,185/60/R15,ENERGY SAVER+,VARA,343.99,2,0,0,AM1856015HES+X
4688,MICHELIN,205/55/R16,PRIMACY 3 RUN FLAT,VARA,495.61,8,0,0,AM2055516WPR3Z
4693,MICHELIN,235/35/R19,PILOT SPORT 3,VARA,890.66,4,0,0,AM2353519YPS3X
4708,DUNLOP,205/50/R17,SPORT MAXX RT 2,VARA,497.92,0,4,0,AD2055017YMART2
4696,MICHELIN,245/50/R18,PRIMACY 3 RUN FLAT,VARA,1115.49,2,0,0,AM2455018WP3ZP
4709,DUNLOP,205/55/R17,BLURESPONSE,VARA,538.59,2,0,0,AD2055517VBLRX
4706,DUNLOP,195/50/R16,BLURESPOSE,VARA,437.87,4,0,0,AD1955016VBLR
4711,DUNLOP,215/50/R17,SPORT MAXX RT 2,VARA,555.22,4,0,0,AD2155017YRT2X
4700,VIKING,195/70/R15C,FOUR TECH VAN,LT All Season,249.39,5,8,8,AVI1957015CRFT
4714,DUNLOP,225/40/R18,SPORT MAXX RT2,VARA,448.1,0,0,1,AD2254018YSMRT2
4737,PIRELLI,235/35/R20,P ZERO,VARA,933.03,1,0,0,AP2353520YPZ
4719,DUNLOP,235/35/R18,SPORT MAXX RT 2,VARA,722.94,4,0,0,AD2353519YRT2X
4727,DUNLOP,245/45/R19,SPORT MAXX RT 2,VARA,910.45,4,0,0,AD2454519YMRT2X
4728,DUNLOP,255/60/R17,GRANDTREK TOURING,4X4 VARA,654.06,4,0,0,AD2556017VGRT
4733,PIRELLI,205/50/R17,P7 CINTURATO,VARA,498.84,4,0,0,AP2055017VP7CX
4729,PIRELLI,215/60/R16,P7 CINTURATO,VARA,496.94,3,0,0,AP2156016VP7CX
4731,VIKING,175/65/R14,FOUR TECH,ALL SEASONS All Season,155.54,30,1,0,AVI1756514TFT
4736,PIRELLI,225/55/R16,P7 BLUE,VARA,549.88,1,0,0,AP2255516WP7BX
4741,DUNLOP,185/65/R15,STREETRESPONSE 2,VARA,240.8,3,0,0,AD1856515TST2X
4747,PIRELLI,195/55/R16,P1 CINTURATO VERDE,VARA,373.83,3,0,0,AP1955516HP1CV
4748,PIRELLI,205/55/R17,P7 CINTURATO RUN FLAT,VARA,669.18,4,0,0,AP2055517VP7CRF
4749,PIRELLI,205/60/R16,P7 CINTURATO,VARA,450.17,1,0,0,AP2056016VP7CX
4752,PIRELLI,295/40/R21,P ZERO,VARA,1216.45,7,0,0,AP2954021YPZX
4753,BARUM,255/55/R18,BRAVURIS 3HM SUV,4X4 VARA,405.31,4,0,0,ABR2555518YBR3X
4754,DUNLOP,195/75/R16C,ECONODRIVE,LT VARA,372.36,6,0,0,AD1957516CREC
4755,DUNLOP,"385/65/R22,5",SP246,TRAILER REGIONAL VARA,1867.29,30,1,0,AD38565225SP246
4760,NOKIAN,215/65/R17,LINE SUV,4X4 VARA,553.2,20,0,0,AN2156517HLISX
4764,DUNLOP,"265/70/R19,5",SP252,TRAILER AUTOSTRADA VARA,1119.15,8,0,0,AD26570195SP252
4769,DUNLOP,215/60/R17,GRANDTREK ST20,4X4 VARA,518.86,6,0,0,AD2156017HGTST2
4766,MICHELIN,235/60/R17,LATITUDE SPORT 3,4X4 VARA,637.96,4,0,0,AM2356017VLS3
4770,KELLY,165/65/R14,ST,VARA,123.33,5,0,0,AKE1656514TST
4771,PIRELLI,215/60/R17,SCORPION VERDE,4X4 VARA,547.52,2,0,0,AP2156017HSVE
4779,DUNLOP,235/55/R19,SPORT MAXX A1,VARA,642.59,4,0,0,AD2355519VSPM
4837,NOKIAN,225/75/R16,ROCKPROOF,4X4 VARA,638.62,8,0,0,AN2257516QROP
4781,DUNLOP,285/40/R20,SPORT MAXX RT 2,VARA,1165.55,4,0,0,AD2854020YRT2X
5233,DUNLOP,255/40/R18,WINTER SPORT 4D,IARNA,870.72,6,0,0,AD2554018VWSP4D
4846,FALKEN,"315/80/R22,5",RI151,DIRECTIE REGIONAL VARA,1634.8,18,4,0,AFA31580225L151
4786,BARUM,215/55/R18,BRAVURIS 3HM,VARA,461.24,4,0,0,ABR2155518VBR3X
4822,CONTINENTAL,255/40/R17,SPORT CONTACT 3,VARA,796.82,2,0,0,AC2554017WCSC3
4865,NOKIAN,205/70/R15C,HAKKA C 2,LT VARA,225,1,0,0,AN2057015CSHAK2
4785,DUNLOP,195/65/R15,FASTRESPONSE,VARA,233.73,12,0,0,AD1956515TFAR
4789,CONTINENTAL,215/65/R16,PREMIUM CONTACT 5,VARA,419.26,4,0,0,AC2156516HCPC5
4792,DUNLOP,205/50/R17,BLURESPONSE,VARA,484.97,2,0,0,AD2055017HBL
4829,PIRELLI,275/40/R19,P ZERO RUN FLAT,VARA,1297.58,0,2,0,AP2754019YPZR
4810,CONTINENTAL,255/45/R18,PREMIUM CONTACT 6,VARA,760.07,2,0,0,AC2554518YPC6
4948,DUNLOP,255/40/R18,SPORT MAXX GT RUN FLAT,VARA,1142.33,2,0,0,AD2554018YSMGTR
4796,PIRELLI,195/50/R16,P1 CINTURATO VERDE,VARA,460.66,6,0,0,AP1955016VP1CVX
4802,CONTINENTAL,205/55/R17,ECO CONTACT 5,VARA,547.35,3,0,0,AC2055517VEC5X
4797,PIRELLI,225/40/R18,P ZERO,VARA,507.42,8,0,0,AP2254018YPZX
4821,BF GOODRICH,37/12.5/R17,MUD TERRAIN,4X4 VARA,910.16,4,0,0,ABF3712517QMUT
4960,FALKEN,"285/70/R19,5",BI851,TRACTIUNE REGIONAL VARA,1220.57,4,0,0,AFA28570195M851
4807,VIKING,185/60/R15,FOUR TECH,ALL SEASONS All Season,204.22,14,0,0,AVI1856015HFTX
4836,GOODYEAR,265/70/R18,EFFICIENT GRIP SUV,4X4 VARA,997.1,4,0,0,AG2657018HEFGS
4847,FALKEN,"385/55/R22,5",RI151,DIRECTIE REGIONAL VARA,1755.94,10,2,0,AFA38555225K151
5380,CONTINENTAL,225/60/R18,WINTER CONTACT TS860S RUN FLAT,IARNA,868.28,12,0,0,AC2256018H86SX
5071,SEMPERIT,185/65/R15,MASTER GRIP 2,IARNA,200.17,1,0,0,ASE1856515TMG2
4991,GOODYEAR,275/30/R20,EAGLE F1 ASYMMETRIC 3 RUN FLAT,VARA,1293.89,2,0,0,AG2753020YF1A3R
5026,NOKIAN,215/85/R16,HAKKAPELIITA LT2,4X4 IARNA,826.93,8,0,0,AN2158516QHKLT2
4820,VIKING,225/65/R17,CITY TECH II SUV,4X4 VARA,363.63,1,0,0,AVI2256517HC2S
4856,DUNLOP,275/35/R21,SPORT MAXX GT,VARA,1274.05,3,0,0,AD2753521YMXGT
4838,NOKIAN,235/80/R17,ROCKPROOF,4X4 VARA,775.06,8,0,0,AN2358017QROP
4826,MICHELIN,245/40/R18,PILOT SPORT CUP 2,VARA,1098.64,4,0,0,AM2454018YPSC2X
4850,DUNLOP,"385/55/R22,5",SP346,DIRECTIE REGIONAL VARA,2275.28,6,0,0,AD38555225SP346
4844,FALKEN,"265/70/R19,5",BI851,TRACTIUNE REGIONAL VARA,969.73,0,4,0,AFA26570195M851
4845,FALKEN,"315/80/R22,5",GI307,DIRECTIE SANTIER VARA,1630.18,11,0,0,AFA31580225K307
5009,BF GOODRICH,205/65/R15,G GRIP GO,VARA,296.4,3,0,0,ABF2056515HGGR
4858,GOODYEAR,285/35/R18,EAGLE F1 ASYMMETRIC 2,VARA,867.03,1,0,0,AG2853518YF1S2
4853,GOODYEAR,265/50/R19,EAGLE F1 ASYMMETRIC 2 SUV,VARA,960.89,4,0,0,AG2655019YF1A2X
4879,PIRELLI,225/45/R17,P7 BLUE,VARA,460.67,22,0,0,AP2254517YP7B
5011,SEMPERIT,185/75/R16C,VAN LIFE 2,LT VARA,314.4,6,0,0,ASE1857516CRVL2
4855,BRIDGESTONE,265/50/R19,D SPORT,4X4 VARA,924.15,4,0,0,AB2655019WDSP
4988,LING LONG,195/55/R10,R701,VARA,200.28,1,0,0,ALI1955510NR701
4958,FALKEN,"245/70/R19,5",RI151,DIRECTIE REGIONAL VARA,895.95,2,0,0,AFA24570195M151
4999,NOKIAN,245/35/R20,WR A4,IARNA,1505.31,4,0,0,AN2453520WWRA4X
4876,PIRELLI,275/45/R20,ROSSO,4X4 VARA,1149.18,4,0,0,AP2754520YPZR
4983,BRIDGESTONE,205/45/R17,RE 050A,VARA,565.96,3,0,0,AB2054517VRE05
4863,CONTINENTAL,245/35/R18,SPORT CONTACT 5,VARA,724.01,4,0,0,AC2453518YCSC5X
5091,CONTINENTAL,295/40/R20,SPORT CONTACT 5 SUV,4X4 VARA,1076.24,4,0,0,AC2954020YSC5S
4862,VIKING,235/65/R16C,FOUR TECH VAN,LT All Season,512.46,30,10,16,AVI2356516CRFV
4867,PIRELLI,225/40/R18,P ZERO RUN FLAT,VARA,575.19,2,0,0,AP2254018WPZRX
4869,SEMPERIT,"385/65/R22,5",RUNNER F2,DIRECTIE REGIONAL VARA,1580.76,1,0,0,ASE38565225KRF2
4870,VREDESTEIN,185/60/R14,SPORTRAC 5,VARA,209,1,0,0,AV1856014HSPT5
4874,HANKOOK,175//R14C,RA18,LT VARA,275.63,1,0,0,AH17514CQRA18
4920,BARUM,235/55/R17,BRAVURIS 3HM,VARA,464.81,4,0,0,ABR2355517VBR3X
4921,DUNLOP,285/35/R18,SPORT MAXX GT RUN FLAT,VARA,1282.44,2,0,0,AD2853518YSMGTR
4882,VIKING,205/65/R16C,FOUR TECH VAN,LT All Season,345.22,1,0,0,AVI2056516CTFT
4887,DEBICA,175/70/R13,PASSIO 2,VARA,146.73,2,0,0,ADB1757013TPAS2
4894,PIRELLI,235/50/R19,SCORPION VERDE SEAL,4X4 VARA,1007,12,0,0,AP2355019VSVSE
4897,PIRELLI,255/40/R18,P7 CINTURATO ROF,VARA,1339.56,8,0,0,AP2554018WP7CR
4907,DUNLOP,255/45/R18,SPORT 01,VARA,760.97,2,0,0,AD2554518YSP01
4908,NOKIAN,245/75/R16,ROCKPROOF,4X4 VARA,685.65,4,0,0,AN2457516QROPR
4992,NOKIAN,225/40/R19,zLINE,VARA,746.96,2,0,0,AN2254019YZLIX
4909,NOKIAN,275/65/R20,ROTIIVA AT PLUS,4X4 VARA,912.16,2,0,0,AN2756520SROATP
4914,PIRELLI,245/45/R18,P ZERO S.C.,VARA,723.82,12,0,0,AP2454518YPZX
4917,PIRELLI,255/45/R18,P ZERO ROSSO,VARA,831.4,2,0,0,AP2554518PZR
4949,GOODYEAR,205/55/R16,VECTOR 4 SEASONS,ALL SEASONS All Season,385.86,1,0,0,AG2055516VVEC4
4962,FALKEN,"385/55/R22,5",RI128,DIRECTIE REGIONAL VARA,1660.37,22,2,1,AFA38555225K128
4925,PIRELLI,245/45/R19,P ZERO,VARA,928.27,2,0,0,AP2454519YPZX
4929,PIRELLI,275/35/R18,P ZERO RUN FLAT,VARA,1080.96,2,0,0,AP2753518YPZRR
4934,PIRELLI,275/45/R20,SCORPION ZERO,4X4 VARA,1073.32,8,0,0,AP2754520HSZ
4935,PIRELLI,285/40/R19,P ZERO,VARA,1318.09,6,0,0,AP2854019YPZ
4939,PIRELLI,295/40/R21,SCORPION ZERO,4X4 VARA,1216.45,4,0,0,AP2954021VSCZ
4940,VIKING,195/60/R16C,FOUR TECH VAN,LT All Season,338.76,18,4,4,AVI1956016CRFT
4941,VIKING,225/70/R15C,FOUR TECH VAN,LT All Season,336.38,0,1,0,AVI2257015CRFT
4942,PIRELLI,275/40/R19,P ZERO,VARA,1000.79,10,0,0,AP2754019YPZX
5025,KUMHO,"225/75/R17,5",RS03,DIRECTIE REGIONAL VARA,855.49,2,0,0,AK22575175MRS03
4957,FALKEN,"235/75/R17,5",BI851,TRACTIUNE REGIONAL VARA,771.51,4,4,0,AFA23575175M851
4959,FALKEN,"285/70/R19,5",RI151,DIRECTIE REGIONAL VARA,1204.23,2,0,0,AFA28570195M151
4956,UNIROYAL,255/65/R17,RAINEXPERT 3,4X4 VARA,577.86,4,0,0,AU2556517HREX3
5028,NOKIAN,225/50/R18,WR D4 RUN FLAT,IARNA,870.56,12,0,0,AN2255018HD4R
4963,PIRELLI,235/65/R19,SCORPION VERDE ALL SEASON,ALL SEASONS All Season,567.15,6,0,0,AP2356519VSVASX
4985,FALKEN,215/60/R16,ZE 914,VARA,380.32,1,0,0,AFA2156016V914
4968,PIRELLI,215/45/R17,P ZERO NERO,VARA,406.66,4,0,0,AP2154517PZN
4970,PIRELLI,225/45/R19,P ZERO RUN FLAT,VARA,1199.76,12,0,0,AP2254519WPZR
4975,PIRELLI,255/55/R19,P ZERO,VARA,770.34,4,0,0,AP2555519WPZX
4986,HANKOOK,185/60/R15,K425,VARA,277.98,3,0,0,AH1856015HK425X
4981,GOODYEAR,225/60/R16,EFFICIENT GRIP PERFORMANCE,4X4 VARA,610.83,2,0,0,AG2256016WEFGPX
4995,SEMPERIT,215/45/R16,SPEED LIFE 2,VARA,361.37,1,0,0,ASE2154516VSL2F
5332,NOKIAN,215/55/R16,WEATHERPROOF,ALL SEASONS All Season,520.15,8,0,0,AN2155516VWPX
5022,NOKIAN,245/75/R17,ROCKPROOF,4X4 VARA,795.8,8,0,0,AN2457517QRP
5377,VIKING,235/45/R17,WINTECH,IARNA,404.23,30,0,0,AVI2354517HWT
5000,NOKIAN,285/40/R19,WR A4,IARNA,1096.25,2,0,0,AN2854019VWRA4X
5001,NORDMAN-NOKIAN,205/70/R15,WR,IARNA,352.72,8,0,0,ANO2057015TWR
5029,NOKIAN,235/85/R16,HAKKAPELIITA LT2,4X4 IARNA,880.72,4,0,0,AN2358516QHKLT2
5020,PIRELLI,235/60/R18,SCORPION ZERO,VARA,618.32,1,0,0,AP2356018SCZER
5003,SEMPERIT,215/70/R15C,VAN LIFE 2,LT VARA,370.39,2,0,0,ASE2157015CRVL2
5017,NOKIAN,235/45/R17,WR A4,IARNA,663.54,24,4,12,AN2354517VWRA4X
5065,CONTINENTAL,255/40/R19,WINTER CONTACT TS850P,IARNA,1015.05,8,0,0,AC2554019VTS85X
5006,DUNLOP,195/65/R15,BLURESPONSE DOT2015,VARA,225.49,30,30,0,AD1956515HBLD
5092,NOKIAN,215/50/R18,WR A4,IARNA,715.23,4,0,4,AN2155018VWRA4
5018,DUNLOP,225/45/R17,SPORT MAXX RT,VARA,476.71,2,0,0,AD2254517WMXRT
5210,CONTINENTAL,215/75/R16C,VANCO CONTACT WINTER,LT IARNA,650.52,16,0,0,AC2157516CRVWI
5129,CONTINENTAL,225/60/R18,WINTER CONTACT TS850P,IARNA,809.7,8,0,0,AC2256018VTS85X
5215,PIRELLI,225/60/R18,WINTER SOTTO ZERO 3,IARNA,897.66,12,0,0,AP2256018HWSZ3X
5175,CONTINENTAL,225/60/R16,WINTER CONTACT TS830P,IARNA,526.17,2,0,0,AC2256016HTS830
5114,CONTINENTAL,225/75/R16C,VANCO WINTER 2,LT IARNA,746.18,8,0,0,AC2257516CRVWI2
5032,CONTINENTAL,225/40/R19,SPORT CONTACT 5,VARA,905.83,1,0,0,AC2254019YSP5X
5063,CONTINENTAL,235/35/R19,WINTER CONTACT TS810S,IARNA,1004.42,8,0,0,AC2353519VTS81X
5111,CONTINENTAL,195/55/R15,WINTER CONTACT TS860,IARNA,415.5,12,0,0,AC1955515TTS86
5113,CONTINENTAL,225/50/R17,WINTER CONTACT TS850P MO,IARNA,588.42,2,0,0,AC2255017HT850P
5037,VIKING,185/65/R15,WINTECH,IARNA,177.26,30,30,0,AVI1856515TWINX
5038,VIKING,215/65/R16,WINTECH,IARNA,291.29,0,14,0,AVI2156516HWT
5046,KUMHO,"235/75/R17,5",RT03,TRAILER REGIONAL VARA,971.3,2,0,0,AK23575175JRT03
5096,CONTINENTAL,225/50/R17,WINTER CONTACT TS860,IARNA,635.57,4,0,0,AC2255017VTS86X
5066,GRIPMAX,265/70/R16,AT,4X4 VARA,402.64,1,0,0,AGM2657016TAT
5105,CONTINENTAL,215/55/R17,TS 850 P SEAL,IARNA,763.87,4,0,0,AC2155517HTS85S
5068,VIKING,195/75/R16C,WINTECH VAN,LT IARNA,265.01,1,0,0,AVI1957516CRWIV
5082,VIKING,225/40/R18,WINTECH,IARNA,298.29,2,0,0,AVI2254018VWTX
5084,VIKING,225/65/R17,WINTECH,IARNA,429.14,10,4,0,AVI2256517HWTX
5086,VIKING,235/65/R16C,WINTECH VAN,LT IARNA,408.03,1,0,0,AVI2356516CRWT
5087,VIKING,235/65/R17,WINTECH,IARNA,413.96,2,0,0,AVI2356517HWTX
5088,VIKING,255/50/R19,WINTECH,IARNA,456.87,3,0,0,AVI2555019VWTX
5090,CONTINENTAL,255/50/R19,CROSS CONTACT UHP,4X4 VARA,804.14,1,0,0,AC2555019WCRCMO
5102,CONTINENTAL,185/70/R14,WINTER CONTACT TS860,IARNA,334.07,1,0,0,AC1857014T86
5103,CONTINENTAL,205/55/R17,WINTER CONTACT TS850P,IARNA,691.22,4,0,0,AC2055517VTS85X
5108,CONTINENTAL,255/45/R18,WINTER CONTACT TS850P,IARNA,988.56,4,0,0,AC2554518VTS85X
5099,VIKING,175/65/R14,WINTECH,IARNA,151.84,7,10,30,AVI1756514TWT
5100,VIKING,195/65/R15,WINTECH,IARNA,196.16,30,30,0,AVI1956515TWTX
5376,PIRELLI,235/55/R20,SCORPION WINTER,4X4 IARNA,926.7,4,0,0,AP2355520HSWX
5225,DUNLOP,235/45/R18,WINTER SPORT 5,IARNA,765.35,20,0,0,AD2354518VWS5X
5232,DUNLOP,255/35/R19,WINTER SPORT 3D,IARNA,1036.31,4,0,0,AD2553519VW3D
5131,CONTINENTAL,295/40/R20,CROSS CONTACT WINTER,IARNA,1366.95,4,0,0,AC2954020VCRCW
5112,CONTINENTAL,215/50/R17,WINTER CONTACT TS850P,IARNA,617.81,30,0,0,AC2155017HTS85X
5231,DUNLOP,245/50/R18,WINTER SPORT 4D,IARNA,848.47,8,0,0,AD2455018HW4D
5187,DUNLOP,225/60/R16,WINTER SPORT 3D,IARNA,531.69,4,0,0,AD2256016H3D
5118,VIKING,195/50/R15,WINTECH,IARNA,178.99,0,1,0,AVI1955015HWT
5160,DUNLOP,195/50/R15,WINTER RESPONSE 2,IARNA,321.6,14,0,0,AD1955015HWR2
5132,DUNLOP,"205/75/R17,5",SP444,TRACTIUNE REGIONAL VARA,957.93,1,0,0,AD20575175SP444
5126,CONTINENTAL,195/65/R15,WINTER CONTACT TS830P,IARNA,255.73,4,4,4,AC1956515TTS830
5262,DUNLOP,285/40/R20,WINTER SPORT 5,IARNA,1246.41,12,0,0,AD2854020VWS5XL
5149,GOODYEAR,"315/80/R22,5",RHS,DIRECTIE REGIONAL VARA,1700,30,0,0,AG31580225RHS
5148,DUNLOP,225/55/R17,WINTER SPORT 4D,IARNA,660.63,12,0,0,AD2255517HW4D
5172,CONTINENTAL,185/55/R15,WINTER CONTACT TS860,IARNA,372.86,6,0,0,AC1855515TTS86
5185,NOKIAN,225/55/R16,WEATHERPROOF,ALL SEASONS All Season,548.22,8,0,0,AN2255516VWTF
5155,BARUM,235/70/R16,4X4 POLARIS 3,4X4 IARNA,412.73,4,0,0,ABR2357016HP3
5156,BARUM,265/70/R16,POLARIS 3,4X4 IARNA,458.57,6,0,0,ABR2657016TP3
5146,MICHELIN,205/55/R16,ENERGY SAVER+ GRNX,VARA,360.45,22,0,0,AM2055516VENS+
5136,VIKING,155/80/R13,WINTECH,IARNA,123.56,0,1,0,AVI1558013TWT
